# Bowling Ball Drop 1
#
# t in 1/600 sec
# h in meters
#
# t         h
#
0	-0.000000
40	-0.028231
80	-0.084920
120	-0.113265
161	-0.254988
201	-0.396711
241	-0.595123
281	-0.850224
321	-1.162015
361	-1.530495
401	-1.813941
441	-2.239110
481	-2.579245
521	-3.004414
541	-3.202826
581	-3.691886
621	-4.236724
661	-4.781561
701	-5.482066
741	-6.220370
781	-7.032778
821	-7.845185
861	-8.657593
902	-9.551241
942	-10.444693
982	-11.500829
1022	-12.475725
1062	-13.613103
1102	-14.587998
1142	-15.806869
1182	-17.025478
1222	-18.244088
1262	-19.625178
1302	-20.925028
1342	-22.306119
1382	-23.768450
1422	-25.149541
1462	-26.693113
1502	-28.399166
1542	-30.023978
1582	-31.730031
1623	-33.517325
1663	-35.304619
