# Basket Ball Drop 1
#
# t in 1/600 sec
# h in meters
#
# t         h
#
0	-0.000000
40	-0.057286
80	-0.114572
120	-0.229143
160	-0.413317
200	-0.572858
240	-0.802001
280	-1.059786
321	-1.288929
361	-1.604001
401	-1.919073
441	-2.348716
481	-2.778359
521	-3.265288
561	-3.780860
601	-4.325074
641	-4.897932
681	-5.499432
721	-6.186861
761	-6.817005
801	-7.504434
841	-8.277791
881	-9.051149
921	-9.851520
961	-10.683793
1001	-11.629008
1042	-12.604329
1082	-13.548149
1122	-14.570621
1162	-15.671744
1202	-16.772868
1242	-18.031295
1282	-19.132418
1322	-20.312194
1362	-21.491969
1402	-22.986351
1442	-24.244778
1482	-25.660508
1522	-27.076239
1562	-28.491969
1602	-29.986351
1642	-31.638036
1682	-33.211070
1722	-34.862756
1742	-35.066901
