313.91,-0.079214,0.048329,0.13938,-3.4735,13.12,0.00923,0,0,0,0,0,0,4.1669,0,2
313.97,-0.062888,0.031875,0.15271,-3.4753,13.12,0.00923,0,0,0,0,0,0,4.32,0,2
313.89,-0.086725,0.052855,0.12722,-3.4732,13.12,0.00923,0,0,0,0,0,0,4.08,0,2
313.99,-0.057596,0.024387,0.16047,-3.476,13.12,0.00923,0,0,0,0,0,0,4.4069,0,2
313.99,-0.047835,0.0066535,0.16222,-3.4789,13.12,0.00923,0,0,0,0,0,0,4.56,0,2
314,-0.045193,-0.00073232,0.1644,-3.4795,13.12,0.00923,0,0,0,0,0,0,4.6469,0,2
313.96,-0.042187,-0.014592,0.15865,-3.4822,13.12,0.00923,0,0,0,0,0,0,4.8,0,2
313.96,-0.041494,-0.018759,0.15754,-3.4825,13.12,0.00923,0,0,0,0,0,0,4.8869,0,2
313.91,-0.043156,-0.026255,0.15172,-3.484,13.12,0.00923,0,0,0,0,0,0,5.04,0,2
313.91,-0.042977,-0.026942,0.15043,-3.4839,13.12,0.00923,0,0,0,0,0,0,5.1269,0,2
313.9,-0.045772,-0.02995,0.15054,-3.4839,13.12,0.00923,0,0,0,0,0,0,5.28,0,2
313.89,-0.044537,-0.029468,0.15163,-3.4834,13.12,0.00923,0,0,0,0,0,0,5.3669,0,2
313.95,-0.044021,-0.031484,0.16225,-3.4819,13.12,0.00923,0,0,0,0,0,0,5.52,0,2
313.95,-0.040351,-0.032134,0.16729,-3.4811,13.12,0.00923,0,0,0,0,0,0,5.6069,0,2
314.11,-0.032016,-0.034722,0.19054,-3.4787,13.12,0.00923,0,0,0,0,0,0,5.76,0,2
314.12,-0.024981,-0.036982,0.19917,-3.4779,13.12,0.00923,0,0,0,0,0,0,5.8469,0,2
314.4,-0.0066042,-0.039368,0.23003,-3.476,13.12,0.00923,0,0,0,0,0,0,6,0,2
313.89,-0.19338,0.043438,0.039723,-3.4939,13.12,0.00923,0,0,0,0,0,0,2.9669,0,2
313.82,-0.18573,0.053569,0.042777,-3.4904,13.12,0.00923,0,0,0,0,0,0,3.12,0,2
313.94,-0.19527,0.038717,0.047029,-3.4939,13.12,0.00923,0,0,0,0,0,0,2.88,0,2
313.79,-0.18085,0.057651,0.038059,-3.4896,13.12,0.00923,0,0,0,0,0,0,3.2069,0,2
313.75,-0.16757,0.062763,0.047423,-3.4846,13.12,0.00923,0,0,0,0,0,0,3.36,0,2
313.73,-0.16072,0.065988,0.047942,-3.4834,13.12,0.00923,0,0,0,0,0,0,3.4469,0,2
313.73,-0.1434,0.067467,0.064126,-3.4785,13.12,0.00923,0,0,0,0,0,0,3.6,0,2
313.73,-0.13529,0.069191,0.071211,-3.4776,13.12,0.00923,0,0,0,0,0,0,3.6869,0,2
313.79,-0.11526,0.064806,0.093431,-3.4742,13.12,0.00923,0,0,0,0,0,0,3.84,0,2
313.8,-0.1068,0.063912,0.10536,-3.4739,13.12,0.00923,0,0,0,0,0,0,3.9269,0,2
313.98,0.15095,-0.039584,0.15821,-3.5021,13.12,0.00923,0,0,0,0,0,0,-4.2331,0,2
313.91,0.1552,-0.042669,0.14237,-3.5034,13.12,0.00923,0,0,0,0,0,0,-4.08,0,2
313.98,0.14927,-0.042963,0.16519,-3.5017,13.12,0.00923,0,0,0,0,0,0,-4.32,0,2
313.91,0.15735,-0.036778,0.13481,-3.5036,13.12,0.00923,0,0,0,0,0,0,-3.9931,0,2
313.88,0.16379,-0.036524,0.12065,-3.5049,13.12,0.00923,0,0,0,0,0,0,-3.84,0,2
313.88,0.16687,-0.029589,0.11239,-3.5051,13.12,0.00923,0,0,0,0,0,0,-3.7531,0,2
313.87,0.17645,-0.025726,0.099409,-3.5067,13.12,0.00923,0,0,0,0,0,0,-3.6,0,2
313.88,0.18021,-0.020264,0.091359,-3.5069,13.12,0.00923,0,0,0,0,0,0,-3.5131,0,2
313.88,0.19224,-0.014968,0.08034,-3.509,13.12,0.00923,0,0,0,0,0,0,-3.36,0,2
313.89,0.19535,-0.011632,0.07241,-3.5093,13.12,0.00923,0,0,0,0,0,0,-3.2731,0,2
313.91,0.20643,-0.0042076,0.057179,-3.5122,13.12,0.00923,0,0,0,0,0,0,-3.12,0,2
313.93,0.20669,-0.0043558,0.052171,-3.512,13.12,0.00923,0,0,0,0,0,0,-3.0331,0,2
313.96,0.21184,0.0044211,0.039177,-3.5134,13.12,0.00923,0,0,0,0,0,0,-2.88,0,2
313.98,0.20612,0.0026239,0.034357,-3.5131,13.12,0.00923,0,0,0,0,0,0,-2.7931,0,2
314.03,0.19614,0.011438,0.013945,-3.5147,13.12,0.00923,0,0,0,0,0,0,-2.64,0,2
314.42,0.0036175,-0.042028,0.23955,-3.4759,13.12,0.00923,0,0,0,0,0,0,-5.9131,0,2
314.71,0.029308,-0.042661,0.26402,-3.4762,13.12,0.00923,0,0,0,0,0,0,-5.76,0,2
314.4,-0.0066042,-0.039368,0.23003,-3.476,13.12,0.00923,0,0,0,0,0,0,-6,0,2
314.73,0.040906,-0.044183,0.27056,-3.4772,13.12,0.00923,0,0,0,0,0,0,-5.6731,0,2
314.82,0.067312,-0.042035,0.27512,-3.4803,13.12,0.00923,0,0,0,0,0,0,-5.52,0,2
314.84,0.077739,-0.042013,0.27666,-3.482,13.12,0.00923,0,0,0,0,0,0,-5.4331,0,2
314.69,0.099182,-0.037784,0.26124,-3.4864,13.12,0.00923,0,0,0,0,0,0,-5.28,0,2
314.7,0.10687,-0.037246,0.25903,-3.4882,13.12,0.00923,0,0,0,0,0,0,-5.1931,0,2
314.45,0.12149,-0.033728,0.23506,-3.4922,13.12,0.00923,0,0,0,0,0,0,-5.04,0,2
314.45,0.12642,-0.033825,0.23133,-3.4935,13.12,0.00923,0,0,0,0,0,0,-4.9531,0,2
314.24,0.13529,-0.033909,0.20927,-3.4965,13.12,0.00923,0,0,0,0,0,0,-4.8,0,2
314.23,0.13828,-0.034423,0.20471,-3.4975,13.12,0.00923,0,0,0,0,0,0,-4.7131,0,2
314.09,0.14354,-0.038396,0.187,-3.4995,13.12,0.00923,0,0,0,0,0,0,-4.56,0,2
314.08,0.14548,-0.037726,0.1812,-3.5001,13.12,0.00923,0,0,0,0,0,0,-4.4731,0,2
314.06,0.18542,0.00020906,0.01536,-3.5124,13.12,0.00923,-0.68053,10.116,0,0,0,0,-2.5531,0,2
314.12,0.16473,0.013488,0.0058328,-3.5071,13.12,0.00923,-1.8794,27.937,0,0,0,0,-2.4,0,2
314.18,-0.17502,-0.00060445,0.051465,-3.4919,13.12,0.00923,1.1989,-17.821,0,0,0,0,2.4869,0,2
314.08,-0.19038,0.029497,0.051858,-3.494,13.12,0.00923,0,0,0,0,0,0,2.64,0,2
314.23,-0.16668,-0.011336,0.05564,-3.4899,13.12,0.00923,1.8794,-27.937,0,0,0,0,2.4,0,2
314.02,-0.193,0.033159,0.044363,-3.4952,13.12,0.00923,0,0,0,0,0,0,2.7269,0,2
316.83,-0.00734,-0.039357,-0.35695,-5.6485,13.12,0.00923,0,0,0,0,0,0,0.086901,0,2
316.84,-0.0089065,-0.062739,-0.36216,-5.6466,13.12,0.00923,0,0,0,0,0,0,0.12,0,2
316.8,-0.021792,0.017138,-0.34504,-5.6535,13.12,0.00923,0,0,0,0,0,0,0,0,2
316.98,-0.0014802,-0.12675,-0.37075,-5.6308,13.12,0.00923,0,0,0,0,0,0,0.2069,0,2
317.03,-0.0026767,-0.15099,-0.37786,-5.6255,13.12,0.00923,0,0,0,0,0,0,0.24,0,2
314.89,-0.050806,0.024923,0.60427,-3.4397,13.12,0.00923,-22.219,16.785,0,0,0,0,-1.5931,0,2
314.92,-0.050823,0.05708,0.69196,-3.4086,13.12,0.00923,-23.383,15.402,0,0,0,0,-1.56,0,2
314.83,-0.060977,-0.058238,0.38779,-3.5156,13.12,0.00923,-19.16,20.418,0,0,0,0,-1.68,0,2
315.08,-0.16161,0.89576,0.95418,-3.256,13.12,0.00923,-6.4497,4.2481,0,0,0,0,-1.4731,0,2
315.1,-0.20272,1.2029,1.0508,-3.1981,13.12,0.00923,0,0,0,0,0,0,-1.44,0,2
315.55,-0.2687,1.5466,1.3932,-3.4026,13.12,0.00923,0,0,0,0,0,0,-1.3531,0,2
315.65,-0.28962,1.6886,1.4992,-3.4742,13.12,0.00923,0,0,0,0,0,0,-1.32,0,2
316.63,-0.42648,1.7306,1.9994,-3.7569,13.12,0.00923,0,0,0,0,0,0,-1.2331,0,2
316.88,-0.4736,1.7625,2.1546,-3.854,13.12,0.00923,0,0,0,0,0,0,-1.2,0,2
319.15,-0.63698,1.7442,2.6367,-4.2388,13.12,0.00923,0,0,0,0,0,0,-1.1131,0,2
319.74,-0.70564,1.7489,2.8369,-4.366,13.12,0.00923,0,0,0,0,0,0,-1.08,0,2
322.68,-0.75021,1.5462,2.7564,-4.7868,13.12,0.00923,0,0,0,0,0,0,-0.9931,0,2
323.86,-0.80071,1.5214,2.8458,-4.9379,13.12,0.00923,0,0,0,0,0,0,-0.96,0,2
314.17,0.15134,0.020937,0.0053655,-3.5051,13.12,0.00923,-3.6071,27.746,0,0,0,0,-2.3131,0,2
314.19,0.14709,0.024684,0.0036742,-3.505,13.12,0.00923,-4.2652,27.673,0,0,0,0,-2.28,0,2
314.25,0.13204,0.032034,0.0076369,-3.5031,13.12,0.00923,-6.1058,27.302,0,0,0,0,-2.1931,0,2
314.27,0.12646,0.035559,0.0075187,-3.5024,13.12,0.00923,-6.8069,27.16,0,0,0,0,-2.16,0,2
314.35,0.10674,0.039361,0.015679,-3.5001,13.12,0.00923,-8.7749,26.559,0,0,0,0,-2.0731,0,2
314.38,0.099584,0.041617,0.016612,-3.4993,13.12,0.00923,-9.5244,26.33,0,0,0,0,-2.04,0,2
314.48,0.071566,0.036284,0.040486,-3.4977,13.12,0.00923,-11.641,25.426,0,0,0,0,-1.9531,0,2
314.52,0.060785,0.035258,0.045669,-3.4972,13.12,0.00923,-12.447,25.081,0,0,0,0,-1.92,0,2
314.63,0.026475,0.01127,0.12713,-3.4944,13.12,0.00923,-14.749,23.744,0,0,0,0,-1.8331,0,2
314.67,0.011251,0.0021482,0.15243,-3.4935,13.12,0.00923,-15.625,23.235,0,0,0,0,-1.8,0,2
314.78,-0.037664,-0.040502,0.32286,-3.5101,13.12,0.00923,-18.185,21.195,0,0,0,0,-1.7131,0,2
317.32,-0.0050458,-0.22446,-0.38485,-5.5961,13.12,0.00923,0,0,0,0,0,0,0.3269,0,2
317.42,-0.0059863,-0.24905,-0.39128,-5.5877,13.12,0.00923,0,0,0,0,0,0,0.36,0,2
317.81,-0.017366,-0.32088,-0.39641,-5.5455,13.12,0.00923,0,0,0,0,0,0,0.4469,0,2
317.98,-0.015448,-0.33701,-0.39843,-5.5341,13.12,0.00923,0,0,0,0,0,0,0.48,0,2
318.64,-0.030067,-0.36472,-0.36669,-5.492,13.12,0.00923,0,0,0,0,0,0,0.5669,0,2
319.05,-0.018702,-0.36668,-0.32511,-5.4894,13.12,0.00923,0,0,0,0,0,0,0.6,0,2
320.72,0.06768,-0.33781,-0.012542,-5.4493,13.12,0.00923,0,0,0,0,0,0,0.6869,0,2
321.98,0.16034,-0.38882,0.27079,-5.4218,13.12,0.00923,0,0,0,0,0,0,0.72,0,2
324.71,0.45674,-0.7244,1.3408,-5.3538,13.12,0.00923,0,0,0,0,0,0,0.8069,0,2
325.17,0.58028,-0.92918,1.7579,-5.3105,13.12,0.00923,0,0,0,0,0,0,0.84,0,2
324.47,0.77181,-1.3871,2.6428,-5.0513,13.12,0.00923,0,0,0,0,0,0,0.9269,0,2
323.56,0.79998,-1.5232,2.8348,-4.9148,13.12,0.00923,0,0,0,0,0,0,0.96,0,2
324.44,-0.61259,1.0678,1.959,-5.1959,13.12,0.00923,0,0,0,0,0,0,-0.8731,0,2
325.38,-0.58604,0.93498,1.7672,-5.3313,13.12,0.00923,0,0,0,0,0,0,-0.84,0,2
322.59,-0.29422,0.59653,0.70513,-5.3974,13.12,0.00923,0,0,0,0,0,0,-0.7531,0,2
322.06,-0.17302,0.39204,0.28839,-5.4407,13.12,0.00923,0,0,0,0,0,0,-0.72,0,2
320.4,-0.088287,0.42505,-0.015059,-5.4781,13.12,0.00923,0,0,0,0,0,0,-0.6331,0,2
319.13,0.0019632,0.37125,-0.29574,-5.5045,13.12,0.00923,0,0,0,0,0,0,-0.6,0,2
318.46,-0.015554,0.34966,-0.31452,-5.5421,13.12,0.00923,0,0,0,0,0,0,-0.5131,0,2
318.07,-0.0065698,0.35108,-0.35093,-5.5443,13.12,0.00923,0,0,0,0,0,0,-0.48,0,2
317.68,-0.021296,0.28713,-0.33916,-5.5827,13.12,0.00923,0,0,0,0,0,0,-0.3931,0,2
317.51,-0.022255,0.27269,-0.33536,-5.5935,13.12,0.00923,0,0,0,0,0,0,-0.36,0,2
317.22,-0.028706,0.20515,-0.33159,-5.6203,13.12,0.00923,0,0,0,0,0,0,-0.2731,0,2
317.12,-0.032316,0.18086,-0.32689,-5.6282,13.12,0.00923,0,0,0,0,0,0,-0.24,0,2
316.94,-0.028903,0.12054,-0.33346,-5.6427,13.12,0.00923,0,0,0,0,0,0,-0.1531,0,2
316.89,-0.032137,0.095966,-0.33117,-5.6475,13.12,0.00923,0,0,0,0,0,0,-0.12,0,2
316.82,-0.019459,0.040791,-0.34351,-5.6521,13.12,0.00923,0,0,0,0,0,0,-0.033099,0,2
320.43,0.75683,-1.7295,2.9077,-4.4915,13.12,0.00923,0,0,0,0,0,0,1.0469,0,2
319.25,0.70807,-1.7555,2.8182,-4.3384,13.12,0.00923,0,0,0,0,0,0,1.08,0,2
